12.533323356430426;2.0
58.778525229247315;9.0
61.29070536529764;12.5
68.45471059286886;13.0
70.71067811865474;13.5
72.89686274214115;14.0
87.63066800438637;19.5
90.48270524660195;20.0
95.10565162951535;20.5
96.02936856769429;21.0
96.85831611286311;21.5
97.59167619387473;22.0
99.21147013144778;22.5
99.556196460308;23.0
99.21147013144778;23.5
90.48270524660195;32.0
89.10065241883679;32.5
87.63066800438635;33.5
86.07420270039437;34.0
84.4327925502015;34.5
82.70805742745621;35.5
80.90169943749474;36.0
58.77852522924732;40.5
56.20833778521305;41.0
53.5826794978997;42.0
50.904141575037144;42.5
24.868988716485482;47.0
18.7381314585725;47.5
15.643446504023098;48.0
-12.53332335643043;52.0
-15.643446504023073;53.0
-42.577929156507224;57.0
-45.399049973954625;58.0
-70.71067811865474;63.0
-75.01110696304595;63.5
-91.77546256839813;68.5
-92.97764858882512;69.5
-99.556196460308;73.5
-99.80267284282715;75.0
-96.85831611286311;79.0
-96.0293685676943;80.0
-82.70805742745618;85.5
-79.01550123756907;86.0
-77.05132427757896;86.5
-56.20833778521309;91.5
-50.90414157503712;92.0
-18.738131458572468;97.0
-15.643446504023112;98.0
12.533323356430417;2.0
15.643446504022974;3.0
42.57792915650725;7.0
45.39904997395466;8.0
70.71067811865474;13.0
72.89686274214105;14.0
75.01110696304592;14.5
91.77546256839813;19.5
94.08807689542255;20.0
99.80267284282715;24.5
99.95065603657316;25.0
100.0;25.5
99.95065603657316;26.0
94.08807689542257;30.5
92.97764858882516;32.0
91.77546256839815;32.5
72.8968627421411;37.0
70.71067811865484;38.0
68.45471059286898;38.5
66.13118653236518;39.0
42.577929156507395;43.5
36.8124552684678;44.0
33.87379202452915;45.0
30.901699437494777;45.5
3.141075907812848;50.0
-3.141075907812775;50.5
-6.279051952931265;51.0
-33.87379202452909;56.5
-39.71478906347798;57.0
-61.290705365297605;61.5
-68.45471059286892;62.0
-70.71067811865478;62.5
-90.4827052466019;68.5
-91.77546256839811;69.0
-94.08807689542253;69.5
-95.10565162951534;70.0
-96.02936856769429;70.5
-100.0;76.0
-99.80267284282715;76.5
-91.77546256839815;81.5
-90.48270524660192;82.5
-75.01110696304602;87.5
-68.45471059286898;88.0
-66.13118653236518;88.5
-42.5779291565074;94.0
-36.81245526846781;94.5
-12.533323356430401;99.0
-6.2790519529313515;99.5
18.73813145857231;4.0
27.899110603922892;4.5
56.20833778521318;10.5
61.29070536529759;11.0
63.742398974868905;11.5
70.71067811865478;13.5
72.89686274214104;14.0
75.01110696304583;14.5
94.08807689542247;19.5
95.10565162951539;20.5
96.02936856769429;21.0
96.85831611286308;21.5
98.22872507286888;22.0
99.2114701314478;26.5
98.7688340595138;28.0
90.48270524660201;33.5
86.07420270039437;34.0
70.71067811865485;38.5
66.13118653236533;39.0
39.714789063478065;44.5
33.873792024529344;45.0
9.410831331851616;49.5
6.123233995736766E-14;50.0
-24.86898871648545;55.0
-30.90169943749451;55.5
-58.77852522924726;60.0
-61.290705365297725;61.5
-82.70805742745614;66.5
-86.0742027003943;67.0
-97.59167619387468;71.5
-98.22872507286891;73.0
-99.21147013144778;78.0
-98.22872507286894;78.5
-97.5916761938747;79.0
-87.63066800438645;84.5
-82.70805742745621;85.0
-66.13118653236533;90.0
-58.77852522924737;90.5
-36.812455268468;95.0
-30.90169943749464;95.5
3.1410759078125605;0.5
6.279051952931229;1.5
36.81245526846786;6.0
39.714789063477944;7.0
63.742398974868884;11.5
66.13118653236523;12.5
68.45471059286876;13.0
87.63066800438637;18.0
89.10065241883672;18.5
90.48270524660195;19.0
91.77546256839804;19.5
99.556196460308;24.5
100.0;25.0
99.95065603657316;25.5
96.02936856769438;30.5
94.08807689542252;31.0
91.7754625683981;31.5
90.48270524660201;32.0
75.0111069630458;36.5
72.89686274214114;37.5
48.17536741017167;42.0
45.399049973954995;43.5
15.64344650402326;48.5
9.410831331851641;49.0
-21.81432413965422;53.5
-24.86898871648526;55.0
-27.89911060392286;55.5
-56.208337785213146;60.0
-58.77852522924725;61.0
-80.90169943749459;65.0
-82.70805742745613;66.5
-84.43279255020154;67.0
-97.59167619387466;71.5
-98.22872507286891;73.5
-99.55619646030802;77.5
-98.7688340595138;78.0
-98.22872507286894;78.5
-86.07420270039438;83.0
-84.43279255020163;84.5
-66.13118653236535;88.5
-63.74239897486902;89.5
-39.7147890634781;93.5
-36.81245526846802;94.0
-6.2790519529313995;99.0
-3.141075907812732;0.0
24.868988716485248;4.5
27.89911060392285;5.5
30.90169943749448;6.0
56.20833778521285;10.5
61.29070536529769;11.0
63.74239897486914;11.5
68.45471059286874;12.0
87.63066800438637;17.5
89.1006524188367;18.5
92.97764858882525;19.0
99.2114701314478;23.5
99.556196460308;24.5
99.95065603657315;25.0
100.0;25.5
95.10565162951539;30.5
94.08807689542265;31.5
79.0155012375689;37.0
72.89686274214115;37.5
48.17536741017169;42.0
45.399049973955016;43.0
18.738131458572816;48.0
12.53332335643011;48.5
-15.643446504023064;53.5
-21.814324139654197;54.0
